Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2017-03-10,saatiobot,A0,Etänä chattaava lääkäri tavattavissa - kelpaisiko vaivaasi digidiagnoosi? #digitalisaatio #earvo #terveydenhuolto  https://t.co/nzTRv5zKxp,etänä chattaava lääkäri tavattavissa vaivaa digidiagnoosi digitalisaatio earvo terveydenhuolto _ url _,remote chatting doctor available - would a digital diagnosis be suitable for your problem? #digitalization #earvalue #healthcare https://t.co/nztrv5zkxp,-0.4019,negatiivinen
2017-03-13,mediakeskus,A0,"""Esineiden internet on laajenemassa kaiken internetiksi""  #Tekoäly #Digitalisaatio #terveydenhuolto #ikääntyminen   https://t.co/mWSwRNWifQ",esineiden interni laajenemassa internetki tekoäly digitalisaatio terveydenhuolto ikääntyminen _ url _,"""the internet of things is expanding into the internet of everything"" #tekoäly #digitalisaatio #terveydenhuolto #ageing https://t.co/mwswrnwifq",0.0,neutraali
2017-03-14,univaasa,A0,Terveydenhuollon digitalisoitumisen seminaari Vaasan yliopistolla 16.3. klo 8:30  https://t.co/AB9QIN6YIC #terveydenhuolto #digitalisaatio,terveydenhuollo digitalisoituminen seminaari vaasa yliopisto klo _ url _ terveydenhuolto digitalisaatio,healthcare digitization seminar at the university of vaasa 16.3. at 8:30 https://t.co/ab9qin6yic #terveydenhuolto #digitalisaatio,0.0,neutraali
2017-03-14,MicrosoftSuomi,A0,Katso miltä visiomme terveydenhuollon digitalisaatiosta näyttää: https://t.co/NzTOZm8s0R #digitalisaatio #terveydenhuolto,katsoa miltä visiomme terveydenhuolto digitalisaatiosta näyttää _ url _ digitalisaatio terveydenhuolto,see what our vision of healthcare digitization looks like: https://t.co/nztozm8s0r #digitalisaatio #terveydenhuolto,0.5423,positiivinen
2017-03-14,saatiobot,A0,Katso miltä visiomme terveydenhuollon digitalisaatiosta näyttää: https://t.co/IRCaAVkR8K #digitalisaatio #terveydenhuolto,katsoa miltä visiomme terveydenhuolto digitalisaatiosta näyttää _ url _ digitalisaatio terveydenhuolto,see what our vision of healthcare digitization looks like: https://t.co/ircaavkr8k #digitalisaatio #terveydenhuolto,0.5423,positiivinen
2017-03-16,univaasa,A0,"#terveydenhuolto digitalisoituu -tapahtuma @univaasa tänään @ElisaOyj kanssa, mukana myös @VaasaVasa @SitraFund #sote #digitalisaatio https://t.co/QWgZpPSIMt",terveydenhuolto digitalisoitua tapahtuma @univaasa tänään @elisaoyj myös @vaasavasa @sitrafund sote digitalisaatio _ url _,"#terveydenhuolto is digitized event @univaasa today with @elisaoyj, also @vaasavasa @sitrafund #sote #digitalization https://t.co/qwgzppsimt",0.0,neutraali
2017-03-21,Kpunkari,A0,"#Valinnanvapaus #digitalisaatio – Mikä muuttuu asiakkaan näkökulmasta #terveydenhuolto? Entäpä #sote ammattilaisten?
https://t.co/utnpYPvUxW https://t.co/AmdgzIhSAr",valinnanvapaus digitalisaatio muuttua asiakkaan näkökulma terveydenhuolto entäpä sote ammattilainen _ url _ _ url _,"#valinnanvapaus #digitalisation - what changes from the customer's point of view #health care? what about #sote professionals?
https://t.co/utnpypvuxw https://t.co/amdgzihsar",0.5514,positiivinen
2017-05-24,sinikka,A0,#terveydenhuolto #digitalisaatio 4 näkökulmaa https://t.co/eySMhOq8bG,terveydenhuolto digitalisaatio näkökulma _ url _,#terveydenhuolto #digitalization 4 perspectives https://t.co/eysmhoq8bg,0.0,neutraali
2017-03-21,saatiobot,A0,#Valinnanvapaus #digitalisaatio – Mikä muuttuu asiakkaan näkökulmasta #terveydenhuolto? Entäpä #sote ammattilaisten… https://t.co/tyXPDPjvMk,valinnanvapaus digitalisaatio muuttua asiakkaan näkökulma terveydenhuolto entäpä sote ammattilainen _ url _,#valinnanvapaus #digitalisation - what changes from the customer's point of view #health care? how about #sote professionals… https://t.co/tyxpdpjvmk,0.4939,positiivinen
2017-04-12,AnttiMerio,A0,#AI #digitalisaatio #robotisaatio #terveydenhuolto @Turkuamk https://t.co/Kx0X5njDR2,digitalisaatio robotisaatio terveydenhuolto @turkuamk _ url _,#ai #digitalization #robotization #health care @turkuamk https://t.co/kx0x5njdr2,0.4939,positiivinen
2017-04-20,EllinoraSofia,A0,#Turku'ses keskustellaan #terveydenhuolto ja lääketieteen digiytymisestä. Seuraa hashtagilla: #ehealth2017! #medixlab #digitalisaatio 🤔🕵🏼‍♀️,turku'ses keskustella terveydenhuolto lääketiede digiytymisestä seuraa hashtagilla ehealth2017 medixlab digitalisaatio _ emoji__emoji__emoji_‍_emoji_️,in #turku's we are discussing the digitalization of #health care and medicine. follow with the hashtag: #ehealth2017! #medixlab #digitalization 🤔🕵🏼‍♀️,0.5411,positiivinen
2017-04-25,mpy_fi,A0,"Miten terveydenhuolto on uudistumassa? Katsasta Diacorin tarina, siitä miten IT auttaa: https://t.co/wz5BzZ3RO2 #ict #digitalisaatio #sote https://t.co/Hi47AJExW0",miten terveydenhuolto uudistumassa katsasta diacor tarina miten it auttaa _ url _ ict digitalisaatio _ url _,"how is healthcare reforming? check out diacor's story, about how it helps: https://t.co/wz5bzz3ro2 #ict #digitalisaatio #sote https://t.co/hi47ajexw0",0.3818,neutraali
2017-04-26,sara_ant,A0,"""Lappilaiset poromiehet aktiivisimpia etäpsykologin vastaanotolla kävijöitä"" piiriylilääkäri Annu Tertsunen #digitalisaatio #terveydenhuolto https://t.co/eJaJhbs6zb",lappilaiset poromies aktiivisimpia etäpsykologin vastaanotto kävijä piiriylilääkäri annu tertsunen digitalisaatio terveydenhuolto _ url _,"""reindeer men from lapland are the most active visitors to the remote psychologist's office"" district chief physician annu tertsunen #digitalisaatio #terveydenhuolto https://t.co/ejajhbs6zb",0.4576,positiivinen
2017-09-14,digiterveys,A0,"Tässä nousijat ja laskijat: Avokado valloittanut suomalaiset, perusmaito ei maistu – syömme yhä te… https://t.co/nJiVCJjmGR",nousija laskija avokado valloittaa suomalainen perusmaito maistua syömme yhä _ url _,"here are the risers and fallers: avocado conquered the finns, basic milk doesn't taste good - we still eat you... https://t.co/njivcjjmgr",-0.3412,neutraali
2017-05-09,Fujitsu_FI,A0,"Lue, miten #bigdata ja #analytiikka muuttavat syöpätutkimusta. #digitalisaatio #terveydenhuolto https://t.co/pal81AKo3X",lukea miten bigdata analytiikka muuttaa syöpätutkimusta digitalisaatio terveydenhuolto _ url _,read how #bigdata and #analytics are changing cancer research. #digitalization #healthcare https://t.co/pal81ako3x,-0.6597,negatiivinen
2017-09-10,Tyofyssari,A0,"@kallansanna @alexstubb @JohannaCastren @Sote_laatu @Digiterveys_Lab @THLorg @TietoSuomi @CGI_FI Toiveajattelua? Tekoäly ei tiedä yksilön elämäntavoista, persoonallisuudesta tai tarpeista.",@kallansanna @alexstubb @johannacastre @sote_laatu @digiterveys_lab @thlorg @tietosuomi @cgi_fi toiveajattelu tekoäly tietää yksilö elämäntavois persoonallisuude tarpeinen,"@kallansanna @alexstubb @johannacastren @sote_laatu @digiterveys_lab @thlorg @tietosuomi @cgi_fi wishful thinking? artificial intelligence does not know about an individual's lifestyle, personality or needs.",0.4767,positiivinen
2017-05-17,mpy_fi,A0,"Miten terveydenhuolto uudistuu? Lue Diacorin digitarina, siitä miten #IT auttaa: https://t.co/okp7JrI0Cp #ict #digitalisaatio #sote https://t.co/Ix7OdICB3A",miten terveydenhuolto uudistua lukea diacor digitari miten auttaa _ url _ ict digitalisaatio _ url _,how will health care be reformed? read diacor's digital story about how #it helps: https://t.co/okp7jri0cp #ict #digitalisaatio #sote https://t.co/ix7odicb3a,0.7003,positiivinen
2017-05-19,satuhanne,A0,"#digitalisaatio #terveydenhuolto - asiakkaiden liikuttamiseen kuluu #Pirkanmaa lla 51€/asukas, tavoite puolittaa #sote",digitalisaatio terveydenhuolto asiakas liikuttamiseen kulua pirkanmaa lla tavoite puolittaa sote,"#digitalization #healthcare - it costs 51€/inhabitant to move customers in #pirkanmaa, the goal is to halve #sote",0.0,neutraali
2017-03-23,MicrosoftSuomi,A0,"Katso, miten teknologia mullistaa Euroopan terveydenhuoltojärjestelmiä! https://t.co/tZyHn60a7d 
#terveydenhuolto #digitalisaatio",katsoa miten teknologia mullistaa eurooppa terveydenhuoltojärjestelmiä _ url _ terveydenhuolto digitalisaatio,"see how technology is revolutionizing european healthcare systems! https://t.co/tzyhn60a7d
#healthcare #digitalization",0.0,neutraali
2018-05-05,JJuvakka,A0,"Tulevaisuuden digitalisoituva ja älykäs #terveydenhuolto sekä sen rakennustyö, on vielä isompi ja jopa merkityksellisempi asia kuin keskittyminen sote - rakenteiden kehittämiseen. #sote #digitalisaatio #terveys https://t.co/zeoVWhh0vl",tulevaisuus digitalisoituva älykäs terveydenhuolto rakennustyö vielä iso jopa merkityksellisempi asia keskittyminen sote rakenne kehittäminen sote digitalisaatio terveys _ url _,the digitized and smart #healthcare of the future and its construction work is even bigger and even more important than focusing on the development of health and safety structures. #sote #digitalization #health https://t.co/zeovwhh0vl,0.7645,positiivinen
2017-11-06,RiikkaOjanpaa,A0,"Paljon palikoita - vaatii varmasti malttia, systemaattista etenemistä ja monen ammattiryhmän yhteistyötä. #digitalisaatio #terveydenhuolto https://t.co/pZmoA49PQj",paljon paliko vaatia varmasti maltti systemaattt eteneminen ammattiryhmä yhteistyö digitalisaatio terveydenhuolto _ url _,"a lot of blocks - it certainly requires patience, systematic progress and the cooperation of many professional groups. #digitalization #healthcare https://t.co/pzmoa49pqj",0.5106,positiivinen
2017-11-17,DuodecimFi,A0,"Tänään päivänpolttavaa keskustelua tekoälystä, robotisaatiosta ja ihmisen älyn ja arvojen roolista digitalisaation paineissa #Dvuosipäivä'ssä! Seuraa suoraa lähetystä klo 12.15 -&gt;
https://t.co/PP4JH300ZX 
#Dvuosipäivä #digitalisaatio #lääkäri #tekoäly #terveydenhuolto https://t.co/X9LEECnYxB",tänään päivänpolttava keskustelu tekoälystä robotisaatio ihminen äly arvo rooli digitalisaatio painei dvuosipäivä'ssä seuraa suora lähetynen klo -&gt _ url _ dvuosipäivä digitalisaatio lääkäri tekoäly terveydenhuolto _ url _,"today, a day-burning discussion about artificial intelligence, robotization and the role of human intelligence and values ​​under the pressure of digitalization at #dvuosiipäivä! follow the live broadcast at 12:15 ->
https://t.co/pp4jh300zx
#dvuosiipäivä #digitalization #doctor #technological #health care https://t.co/x9leecnyxb",0.8805,positiivinen
2018-02-23,Valamis,A0,"Uusi #asiakastarina! Lue, kuinka teimme #THL:lle verkkokouluympäristön, johon mahtuu useita teemoiltaan erilaisia koulutuskokonaisuuksia. #case: https://t.co/XTIvPxnTL4 #terveydenhuolto #verkkokoulu #eOppiminen #digitalisaatio #Valamis #LXP",uusi asiakastari lukea kuinka teimme thl verkkokouluympäristön mahtua usea teemoiltaan erilainen koulutuskokonaisuuknen _ url _ terveydenhuolto verkkokoulu eoppiminen digitalisaatio valamis lxp,"new #customerstory! read how we created an online school environment for #thl, which can accommodate several educational units with different themes. #case: https://t.co/xtivpxntl4 #terveydenhuolto #verkkokoulu #eoppiminen #digitalisaatio #valamis #lxp",0.3164,neutraali
2018-02-26,mylmikko,A0,Innofactorin toteuttama #Terveyskylä lähtee maailmalle yhteistyössä #HUS kanssa. #digitalisaatio #terveydenhuolto https://t.co/QdpmYn3jsK,innofactori toteuttaa terveyskylä lähteä maailma yhteistyö hus digitalisaatio terveydenhuolto _ url _,the #health village implemented by innofactor goes out into the world in cooperation with #hus. #digitalization #healthcare https://t.co/qdpmyn3jsk,0.0,neutraali
2018-02-27,_hennariika,A0,Digitalisaatio on monilla toimialoilla jo ravistellut itsestään selvinä pidettyjä toimintamalleja. Miksi näin ei kävisi myös terveydenhuollossa? https://t.co/yzZJBHHPHW #Terveydenhuolto @KauppalehtiFi,digitalisaatio toimialoki jo ravistella selvi pidetty toimintamalli miksi näin käydä myös terveydenhuollo _ url _ terveydenhuolto @kauppalehtifi,"in many industries, digitization has already shaken the operating models taken for granted. why wouldn't this also happen in health care? https://t.co/yzzjbhhphw #terveydenhuolto @kauppalehtifi",0.5994,positiivinen
2018-02-27,Qvalidi,A0,Innovaatiosetelillä (arvo 6200€) @QvalidiOy:n asiantuntijapalvelu käyttöösi terveyssovelluksesi kehittämiseen! #digitalhealth #qvalidi #digitalisaatio #terveyssovellukset  #terveydenhuolto #innovaatioseteli https://t.co/UiPTJxPrc7,innovaatiosetelillä arvo @qvalidioy:n asiantuntijapalvelu käyttöösi terveyssovelluksesta kehittäminen digitalhealth qvalidi digitalisaatio terveyssovelluknen terveydenhuolto innovaatioseteli _ url _,with an innovation voucher (value 6200€) you can use @qvalidioy's expert service to develop your health app! #digitalhealth #qvalidi #digitalization #healthapps #healthcare #innovation voucher https://t.co/uiptjxprc7,0.784,positiivinen
2018-02-27,kati_sulin,A0,Hyvä kirjoitus @tikkanenjani terveydenhuolto ja digitalisaatio https://t.co/DBfHij7Xde,hyvä kirjoitus @tikkanenjani terveydenhuolto digitalisaatio _ url _,good article @tikkanenjani healthcare and digitization https://t.co/dbfhij7xde,0.4404,positiivinen
2018-03-02,MediconsultOy,A0,Röntgenkuvat taululla ja sanelukasetit postissa. Muistatko vielä aikaa ennen digiä? https://t.co/3I8tAdB4VT #digitalisaatio #terveydenhuolto #potilastietojärjestelmä,röntgenkuvat taululla sanelukaseti posta muistatko vielä aika digiä _ url _ digitalisaatio terveydenhuolto potilastietojärjestelmä,x-rays on the board and dictation cassettes in the mail. do you still remember the time before digital? https://t.co/3i8tadb4vt #digitalization #terveydenhuolto #patientinformationsystem,0.0,neutraali
2018-03-10,HannaNikkila,A0,Valtavat onnittelut @vsairaala @Terveyskyla_fi ja päätoimittaja @Innofactor palkitsemisesta todellisesta terveydenhuollon innovaatiosta! https://t.co/wm32XENQQQ #HIMSS18 #terveydenhuolto #digitalisaatio @MicrosoftSuomi https://t.co/fR7r4QCVwQ,valtava onnittelu @vsairaala @terveyskyla_fi päätoimittaja @innofactor palkitsemisesta todellinen terveydenhuolto innovaationen _ url _ terveydenhuolto digitalisaatio @microsoftsuomi _ url _,huge congratulations to @vsairaala @terveyskyla_fi and editor-in-chief @innofactor for rewarding real healthcare innovation! https://t.co/wm32xenqqq #himss18 #terveydenhuolto #digitalisaatio @microsoftsuomi https://t.co/fr7r4qcvwq,0.9098,positiivinen
2017-04-06,digiterveys,A0,#terveydenhoito' a ja -edistämistä entistä ketterämmin kun apuna #etäasiointi @heltti https://t.co/MXOjTeukND,a -edistämistä entinen ketterämmin apuna etäasiointi @heltti _ url _,#healthcare promotion more agile than ever with the help of #teleasiointi @heltti https://t.co/mxojteuknd,0.4019,positiivinen
2017-04-04,digiterveys,A0,Aivotutkijat: Kestävyysliikunta suojaa aivoja ikääntymisen vaikutuksilta https://t.co/ZRr7kl3Uix,aivotutkija suoja aiva ikääntymisen vaikutuksilta _ url _,brain researchers: endurance exercise protects the brain from the effects of aging https://t.co/zrr7kl3uix,0.3182,neutraali
2018-02-19,DeloitteFinland,A0,"Olimme mukana digitalisoimassa julkisen puolen työterveyskäytäntöä. Lue, miten palvelumuotoilijamme Kristiina Suominen varmisti uudistuksessa hyvän käyttäjäkokemuksen kaikille osapuolille. https://t.co/R09PN4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/SJET1YEOrB",digitalisoimassa julkinen puoli työterveyskäytäntö lukea miten palvelumuotoilijamme kristiina suominen varmistaa uudistukse hyvä käyttäjäkokemus osapuoli _ url _ palvelumuotoilu digitalisaatio terveydenhuolto _ url _,we were involved in digitizing the occupational health practice of the public sector. read how our service designer kristiina suominen ensured a good user experience for all parties in the reform. https://t.co/r09pn4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/sjet1yeorb,0.6808,positiivinen
2018-03-14,DeloitteFinland,A0,"Olimme mukana digitalisoimassa julkisen puolen työterveyskäytäntöä. Lue, miten palvelumuotoilijamme Kristiina Suominen varmisti uudistuksessa hyvän käyttäjäkokemuksen kaikille osapuolille. https://t.co/R09PN4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/cXrtym4jht",digitalisoimassa julkinen puoli työterveyskäytäntö lukea miten palvelumuotoilijamme kristiina suominen varmistaa uudistukse hyvä käyttäjäkokemus osapuoli _ url _ palvelumuotoilu digitalisaatio terveydenhuolto _ url _,we were involved in digitizing the occupational health practice of the public sector. read how our service designer kristiina suominen ensured a good user experience for all parties in the reform. https://t.co/r09pn4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/cxrtym4jht,0.6808,positiivinen
2018-03-29,TarjaHeponiemi,A0,"Kiinnostaako tietää lisää kansalaisten sähköisestä asioinnista?
#sote #digitalisaatio
Kansalaisten kokemuksia asioinnista - sosiaali- ja terveydenhuolto esimerkkinä by @THLorg #cope #sote https://t.co/Lwsy2kFKPb käyttäjältä @SlideShare",kiinnostaako tietää lisää kansalainen sähköisestä asioinninen sote digitalisaatio kansalaisten kokemus asioinninen sosiaali terveydenhuolto esimerkki @thlorg cope _ url _ käyttäjä @slideshare,"are you interested in knowing more about citizens' electronic transactions?
#sote #digitalization
citizens' experiences of doing business - social and health care as an example by @thlorg #cope #sote https://t.co/lwsy2kfkpb from @slideshare",0.7096,positiivinen
2018-03-30,henna_ahtola,A0,"#Digitalisaatio mahdollistaa uudenlaisia palveluita ja auttaa tavoittamaan yhä enemmän ihmisiä. Uskalletaan rohkeasti ajatella toimintatapoja uudelleen, mahdollisuuksia on monilla aloilla. #johtaminen #strategia #työelämä  https://t.co/SqeAm9AFmf #Terveydenhuolto",digitalisaatio mahdollistaa uudenlainen palvelu auttaa tavoittaa yhä enemmän ihminen uskalletaan rohkeasti ajatella toimintatapa uudelleen mahdollisuus ala johtaminen strategia työelämä _ url _ terveydenhuolto,"#digitalisation enables new types of services and helps reach more and more people. let's dare to rethink the methods of operation, there are opportunities in many fields. #management #strategy #worklife https://t.co/sqeam9afmf #health care",0.8176,positiivinen
2018-04-05,Qvalidi,A0,@QvalidiOy 'n asiantuntija Lotta Hamari tutki väitös­kir­ja­työssään akti­voivien video­pelien mahdol­li­suuksia edistää syö­pää sairas­tavien las­ten fyy­sistä aktii­vi­suutta. @AnnaLottaK #terveyspelit #eHealth #digitalisaatio #terveydenhuolto https://t.co/KVXPeywqnj,@qvalidioy n asiantuntija lotta hamari tutkia väitös­kir­ja­työssä akti­voivien video­pelien mahdol­li­suuksi edistää syö­pää sairas­tavien las­ fyy­sinen aktii­vi­suu terveyspeli ehealth digitalisaatio terveydenhuolto _ url _,@qvalidioy's expert lotta hamari studied the possibilities of activating video games to promote physical activity in children with cancer in her dissertation. @annalottak #terveyspelit #ehealth #digitalisation #terveydenhuolto https://t.co/kvxpeywqnj,-0.4215,negatiivinen
2018-04-09,KansanUutiset,A0,#Digitalisaatio ja #tekoäly muuttavat hoitohenkilökunnan työtä. #hoitohenkilökunta #EU #terveydenhuolto https://t.co/p3GJl65GrC,digitalisaatio tekoäly muuttaa hoitohenkilökunta työ hoitohenkilökunta eu terveydenhuolto _ url _,#digitalization and #artificial intelligence are changing the work of nursing staff. #hoitohenzelkunta #eu #healthcare https://t.co/p3gjl65grc,0.4767,positiivinen
2017-03-30,digiterveys,A0,#taukojumppa #breakthemoment https://t.co/Xjfgdw9qiF,taukojumppa breakthemoment _ url _,#paukojumppa #breakthemoment https://t.co/xjfgdw9qif,0.0,neutraali
2018-04-09,spietikainen,A0,Etädiagnostiikka ja etäkonsultaatiot videopuheluja käyttäen yksi kehittyvä eterveydenala #terveydenhuolto #eterveys #digitalisaatio https://t.co/EvQ8ZT3i6A,etädiagnostiikka etäkonsultaatio videopuhelu käyttää kehittyä eterveydenala terveydenhuolto eterveys digitalisaatio _ url _,"remote diagnostics and remote consultations using video calls, a developing field of healthcare #terveydenhuolto #eterveys #digitalisaatio https://t.co/evq8zt3i6a",0.0,neutraali
2018-04-10,EditaLakitieto,A0,"Digital Day 2018 | Digital Single Market #digitalisaatio #tekoäly #lohkoketju #terveydenhuolto #innovaatio #innovointi
https://t.co/e9PCqtom5Z
https://t.co/Ha3IvXYJUL käyttäjältä @EU_Commission",digital day digital single market digitalisaatio tekoäly lohkoketju terveydenhuolto innovaatio innovointi _ url _ _ url _ käyttäjä @eu_commission,"digital day 2018 | digital single market #digitalization #tekoäly #lohkoketju #terveydenhuolto #innovation #innovointi
https://t.co/e9pcqtom5z
https://t.co/ha3ivxyjul by @eu_commission",0.3818,neutraali
2018-04-15,ouantu,A0,"Erittäin hyvä kirjoitus👍. Toisaalta, nykyiset alustat ovat niin kömpelöitä, että #digitalisaatio tuntuu ikuiselta odotukselta. Ilman synnytystä 😀 #työelämä #terveydenhuolto https://t.co/z4lzmgv92w",erittäin hyvä kirjoitus_emoji _ toisaalta nykyinen alustta niin kömpelö digitalisaatio tuntua ikuiselta odotukse synnytynen _ emoji _ työelämä terveydenhuolto _ url _,"very good writing👍. on the other hand, current platforms are so clumsy that #digitalization feels like an eternal wait. without giving birth 😀 #työelämä #terveydenhuolto https://t.co/z4lzmgv92w",0.7819,positiivinen
2018-04-23,VivagoGlobal,A0,Uusi suomenkielinen Vivago MOVE video on julkaistu YouTubessa!  https://t.co/sIlnDC73Jk @VivagoGlobal #terveydenhuolto #digitalisaatio https://t.co/SgJOH5CWpQ,uusi suomenkielinen vivago move video julkaista youtube _ url _ @vivagoglobal terveydenhuolto digitalisaatio _ url _,the new vivago move video in finnish has been published on youtube! https://t.co/silndc73jk @vivagoglobal #terveydenhuolto #digitalisation https://t.co/sgjoh5cwpq,0.0,neutraali
2018-03-19,CiniaFinland,A0,"Vertaisarviointipalvelu auttaa kaikkia palvelussa mukana olevia sairaaloita toiminnan kehittämisessä. Lue lisää miten. https://t.co/XyZ09xeJfp 
#cinia #digitalisaatio #terveydenhuolto https://t.co/BCNZBCijGe",vertaisarviointipalvelu auttaa palvelussa olla sairaala toiminta kehittäminen lukea lisää miten _ url _ cinia digitalisaatio terveydenhuolto _ url _,"the peer review service helps all participating hospitals in the development of their operations. read more about how. https://t.co/xyz09xejfp
#cinia #digitalisation #healthcare https://t.co/bcnzbcijge",0.3818,neutraali
2017-11-16,HKToiviainen,A0,Seuraavaksi sähköistämme #terveydenhuolto'n ammattihenkilöiden ammattioikeushakemukset &amp; #sote #kantelu'prosessin; #Sosiaalihuolto'n ammattilaiset jo aiemmin #sähköinenasiointi #digitalisaatio #yksiluukku https://t.co/LlyoQka16t,seuraavaksi sähköistäa terveydenhuolto'n ammattihenkilöis ammattioikeushakemus amp sote kantelu'prosessin sosiaalihuolto'n ammattilaiset jo aiemmin sähköinenasiointi digitalisaatio yksiluukku _ url _,"next, we will electronicize the professional rights applications of #terveydenhuolto professionals & #sote #kantelu'process; #sosiaalihuolto professionals already before #sähköinenasiointi #digitalisaatio #yksikluukku https://t.co/llyoqka16t",0.0,neutraali
2018-02-15,EduMartti,A0,#SAIRAANHOITAJA 2018 ohjelma valmis  https://t.co/uAod06qCTE #hoitotyö #sote-muutos #terveydenhuolto #digitalisaatio #tekoäly #megatrendit #rohkeus #kohtaaminen  @OsmoSoininvaara @millarytkönen @RosaMerilainen @MattilaPirkko  @holmberg_j,sairaanhoitaja ohjelma valmis _ url _ hoitotyö sote-muutos terveydenhuolto digitalisaatio tekoäly megatrendi rohkeus kohtaaminen @osmosoininvaara @millarytkönen @rosamerilainen @mattilapirkko @holmberg_j,#sairaanhoitaja 2018 program ready https://t.co/uaod06qcte #hoitotyö #sote-muutos #terveydenhuolto #digitalisaatio #tekoäly #megatrends #courage #meeting @osmosoininvaara @millarytkönen @rosamerilainen @mattilapirkko @holmberg_j,0.6908,positiivinen
2018-02-08,MicrosoftSuomi,A0,Miten virtuaalisella hoitoteknologialla voidaan varmistaa parempi elämänlaatu vanhuksille? Tätä pohtii @HannaNikkila blogissaan: https://t.co/mdXC1BZxxg #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/Ni0ZDgAK37,miten virtuaalise hoitoteknologia varmistaa hyvä elämänlaatu vanhus pohtia @hannanikkila blogi _ url _ terveydenhuolto vanhuspalvela digitalisaatio _ url _,how can virtual care technology ensure a better quality of life for the elderly? this is what @hannanikkila thinks about in her blog: https://t.co/mdxc1bzxxg #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/ni0zdgak37,0.8271,positiivinen
2017-11-24,KPoskiparta,A0,"Oikein käytettynä #tekoäly voi tuoda paljon hyvää #terveydenhuolto’on. 🤔 #digitalisaatio #terveys 
https://t.co/d1qOdIPxiO",oikein käyttää tekoäly tuoda paljon hyvä terveydenhuolto _ emoji _ digitalisaatio terveys _ url _,"when used correctly, #artificial intelligence can bring a lot of good to #healthcare. 🤔 #digitalization #health
https://t.co/d1qodipxio",0.7184,positiivinen
2017-12-01,AnnukkaMeronen,A0,Tästä hyötyvät kaikki! Kotitutkimus säästää ihmisten aikaa ja #terveydenhuolto'n niukkoja resursseja #digitalisaatio https://t.co/0toWPF1Ire,hyötyä kotitutkimus säästää ihminen aika terveydenhuolto'n niukko resurssi digitalisaatio _ url _,everyone benefits from this! home research saves people's time and the scarce resources of #healthcare #digitalization https://t.co/0towpf1ire,0.4389,positiivinen
2017-12-05,HParisod,A0,"Miten edesauttaa, että #terveydenhuolto pysyy digitalisaation matkassa mukana? Aiheesta uusimmassa #tt-blogi :n kirjoituksessa. #digitalisaatio  #digitalhealth https://t.co/nnP7KV9yPO",miten edesauttaa terveydenhuolto pysyä digitalisaatio matka aiheesta uusimma tt-blogi n kirjoitukse digitalisaatio digitalhealth _ url _,how can you help #terveydenhuolto stay on the digitalization journey? about the topic in the latest #tt-blogi article. #digitalization #digitalhealth https://t.co/nnp7kv9ypo,0.4019,positiivinen
2017-06-01,digiterveys,A0,Toimisi varmasti myös aikuisilla #kasvikset https://t.co/ycg0pFpiaI,toimisi varmasti myös aikuisilla kasviknen _ url _,would definitely work for adults too #vegetables https://t.co/ycg0pfpiai,0.4019,positiivinen
2017-12-12,palvelupolkuja,A0,"Potilaan tunteilla on merkitystä parantumisen ja hoidon laadun kannalta.
https://t.co/WpVdaN1uGx
#empatia #digitalisaatio #AI #tekoäly #terveydenhuolto #robotiikka #VTT",potilas tuntei merkitys parantuminen hoito laatu kanta _ url _ empati digitalisaatio tekoäly terveydenhuolto robotiikka vtt,"the patient's feelings are important in terms of healing and the quality of treatment.
https://t.co/wpvdan1ugx
#empathy #digitalization #ai ​​#artificial intelligence #health care #robotics #vtt",0.7964,positiivinen
2017-12-29,AnnukkaMeronen,A0,#Virtuaalisairaala on mitä mainioin esimerkki siitä miten #digitalisaatio'ta voidaan hyödyntää sairaanhoidossa ja tarjota näin parasta osaamista kaikille suomalaisille huolimatta asuinpaikasta! #terveydenhuolto https://t.co/umzxsYhg6S,virtuaalisairaala mitä mainio esimerkki miten digitalisaatio'ta hyödyntää sairaanhoidossa tarjota näin hyvä osaaminen suomalainen asuinpaikanen terveydenhuolto _ url _,"the #virtualsairaala is the best example of how #digitalization can be used in healthcare and thus offer the best expertise to all finns, regardless of where they live! #terveydenhuolto https://t.co/umzxsyhg6s",0.8655,positiivinen
