Date,Username,Tweet
2018-06-07 08:49:57+00:00,TKorpilahti,"Tänään @MTVHuSu.ssa mielenkiintoista keskustelua siitä, miten yhteiskunnassa apua tarvitsevia voidaan tunnistaa #tekoäly.n avulla ennaltaehkäisevästi. Mukana keskustelussa @MattiRistimaki ja @TomasLehtinen. #HuomentaSuomi #digiterveys https://t.co/qaAFOHze33"
2018-06-07 06:05:41+00:00,VrushaliSingh_,"Tänään @MTVHuSu.ssa mielenkiintoista keskustelua siitä, miten yhteiskunnassa apua tarvitsevia voidaan tunnistaa #tekoäly.n avulla ennaltaehkäisevästi. Mukana keskustelussa @MattiRistimaki ja @TomasLehtinen. #HuomentaSuomi #digiterveys https://t.co/btmeCdZwpf"
2018-06-07 05:30:02+00:00,Tietoevryfi,.@EspooEsbo.n kokeilu todisti: #tekoäly tunnistaa tukea tarvitsevia. https://t.co/uemwQWyEQ8 #data #digiterveys #espoo #terveydenhuolto https://t.co/jP1PYYdRYX
2018-06-07 03:35:01+00:00,Tietoevryfi,"Nyt kannattaa avata televisio, sillä @MattiRistimaki ja @TomasLehtinen ovat klo 6:37 alkaen @MTVHuSu.ssa keskustelemassa miten #tekoäly.n avulla saadaan tehokkaampaa terveydenhuoltoa https://t.co/y21Q7Of3Ls #HuomentaSuomi #digiterveys"
2018-06-05 06:17:43+00:00,tietotalo,"Tänään ja huomenna #almatalent in koulutus by Tietotalo: Terveydenhuollon palveluiden digimarkkinointi
#digiterveys #markkinointi @IisakkiH @SSoitula https://t.co/x8F0ff3UwE"
2018-05-31 13:15:16+00:00,Futusome,"Lasten ja vanhusten sosiaaliasiat eivät sotessa nouse, nyt uudistetaan vain terveydenhuoltoa. Lisää #sosotessa keskustelua kaipaavat @MarjaanaPyykko &amp; @nhuttuhn @Futusome vierasblogissa https://t.co/3wHJECTZyR #sote #tutkimus #somefi @STM_Uutiset @Sote_laatu @Digiterveys_Lab"
2018-05-28 06:30:06+00:00,AccentureFI,".@AccentureHealth mukana @himsseurope 2018 -tapahtumassa sponsorina. Vähemmän puhetta, enemmän tekoja! https://t.co/LkRDSrFiYY
 #digitalhealth #terveydenhoito #digiterveys https://t.co/7BGn9HqqmT"
2018-05-25 08:00:13+00:00,AccentureFI,".@drkavehsafavi pitää keynote-puheenvuoron @himsseurope 2018 -tapahtumassa digitaalisen terveydenhoidon muutoksesta.  https://t.co/6S3aVxt4qy
 #digitalhealth #terveydenhoito #digiterveys https://t.co/lkqWxxAyFy"
2018-05-23 08:00:06+00:00,AccentureFI,".@AccentureHealth sponsoroi @himsseurope 2018 -tapahtumaa. Ilo olla mukana! https://t.co/lUbbPpXS03
 #digitalhealth #terveys #digiterveys https://t.co/VoDNs0agXS"
2018-05-21 12:20:00+00:00,mediuutiset,"Terveydenhuollon tekoälysektorilla kisa kiristyy myös Kiinassa. #Alibaba'n My Health -palvelulla on Alibaban Taobao-puhelinsovelluksen kautta jo 28 miljoonaa aktiivista käyttäjää. #digiterveys #AI  
https://t.co/8DaE3Ua4dv"
2018-05-21 09:53:41+00:00,Tietoevryfi,Tiedon Intelligent Wellbeing saa ensimmäisenä pohjoismaisena big data - ja tekoälyratkaisuna CE-merkinnän. @MattiRistimaki ja Visa Honkanen @HUS_uutisoi kertovat lisää: https://t.co/6freknovSb #digiterveys #tekoäly #tietoallas #bigdata https://t.co/aKtGUIwBCD
2018-05-16 07:10:29+00:00,tietotalo,"Miten markkinoida sote-palveluita menestyksekkäästi? Terveydenhuollon palveluiden digimarkkinointi – nopeat syö hitaat! -koulutus Helsingissä 5. - 6.6.2018

#markkinointi #terveys #digiterveys #sote

https://t.co/RJLUD8q8oM"
2018-05-08 10:22:25+00:00,Hyvinvointiala,"Suomalaiset digiterveyspalvelut ovat Euroopan kärkeä: ""@MehilainenOy ja @Terveystalo nousivat kolmen kärkeen konsulttiyhtiö Bearing Pointin rankatessa terveysalan eri toimijoiden digitaalisia palveluita"" #Digi #terveys https://t.co/RZzckQUtoI"
2018-05-05 07:08:45+00:00,SeppiMiia,"Ennen mentiin lääkäriin, nyt mennään Googleen - haluammeko jatkossa ostaa digipalvelumme kv jäteiltä vai luommeko omat palvelumme? Tämä vaatii regulaatiomuutoksia ja mm Kanta palvelun avaamista. Komppaan! #digiterveys #tekoäly  https://t.co/f0uchKYz8I"
2018-05-04 11:53:47+00:00,millarosenlund,"Haaste mielestäni ei vain suomalaisille sähköisten terveyspalvelujen tuottajille, mutta myös ihan tavalliselle kansalaiselle terveyspalvelujen käyttäjänä. 
#digiterveys #terveydenhuolto https://t.co/rZFhekn7KF"
2018-05-04 06:49:52+00:00,mediuutiset,"Über-medisiina voi yllättää Suomen housut kintuissa. Liekö niin, että tulevaisuudessa suomalaisen terveysaseman päällä lukeekin yhdysvaltalaisen verkkokaupan nimi? #terveydenhuolto #digiterveys #tekoäly #terveyskeskus https://t.co/L6d6MQ5tTX"
2018-04-23 12:36:49+00:00,ErikaKeppola,"Julkaistiin äppi! Omakoiran mobiiliversioon saa jo koiran rekisteri- ja tunnistetiedot ja aika paljon muutakin. Jatkossa sovellus toimii myös koiran rokotuskorttina, jos omistaja antaa tietojen siirtämiseen luvan. #digi #koirat #terveys #koiranpäivä https://t.co/szJ4Y4XLu0 https://t.co/uqaa6gjRn6"
2018-04-19 07:03:10+00:00,Hyvinvointiala,Terveysteknologian viennistä Suomelle jo yli kahden miljardin euron potti! @SaaraHassinen mukaan viennin kasvua selittää muun muassa Suomessa tehtävä korkeatasoinen tutkimus sekä toimiva yhteistyö yritysten ja sairaaloiden välillä. https://t.co/2cbP6PEFUG #Terveys #digi
2018-04-09 11:05:11+00:00,Futusome,"Lasten ja vanhusten sosiaaliasiat eivät sotessa nouse, nyt uudistetaan vain terveydenhuoltoa. Lisää #sosotessa keskustelua kaipaavat @MarjaanaPyykko &amp; @nhuttuhn @Futusome vierasblogissa https://t.co/3wHJECTZyR #sote #tutkimus #somefi @STM_Uutiset @Sote_laatu @Digiterveys_Lab"
2018-03-20 09:04:34+00:00,SSoitula,"#Digimarkkinointi a terveydenhuollon toimijoille -koulutus Helsingissä kesäkuun alussa! Ota haltuun markkinoinnin perusteet ja taktiikat, joilla erottua kasvavassa kilpailussa.

#digiterveys #terveydenhuolto #sote https://t.co/QR0M64DTX9"
2018-03-20 09:01:11+00:00,tietotalo,"Terveydenhuollon palveluiden digimarkkinointi – nopeat syö hitaat! -koulutus Helsingissä 5.-6.6.2018. Kouluttajina Tietotalon @MikaPitkmki @SSoitula ja @IisakkiH #sote #digiterveys #valinnanvapaus

Lue lisää ja varaa paikkasi koulutuksessa,
https://t.co/RJLUD8q8oM https://t.co/OPCN4qWW5R"
2018-03-16 12:53:42+00:00,HagelinHeidi,"Rullahiiri sotkee labralähetteen. Oikeesti. Toivon todella, että kaikki #sote n tietojärjestelmät on testattu noin miljoona kertaa ennen käyttöönottoa. #digi #tieto #terveys https://t.co/2n33QoDzXd"
2018-03-15 12:19:42+00:00,ollikan,"@roope_uusitalo @tapio_bergholm Eri mailla eri kohteet: Kanada: köyhyys ja byrokratia; Kenia: investoinnit, terveys, naiset; Kalifornia: digi &amp; työn loppuminen; Saksa: ihmisen emansipaatio; Hollanti: byrokratia"
2018-03-13 16:26:30+00:00,MHoffstrom,"Mitä jos Suomessa Sotesuunnitteluun käytetty raha tai edes osa potista olisikin käytetty digitaalisiin terveys- ja hyvinvointihankkeisiin ja prosessien parantamiseen? Meillä voisi olla käytössä jotain mielenkiintoista ja motivoivaa.
#digi
#asiakaskokemus https://t.co/KRcqWGNui6"
2018-03-08 07:02:44+00:00,rinne_kaj,HUS sai arvostetun Microsoftin terveydenhuollon innovaatiopalkinnon #terveyskylä sovelluksesta! Löydät myös muiden sarjojen palkitut linkistä. #terveys #digi #innovaatio #HUS #palkinto #award #health #virtuaalisairaala  https://t.co/9vhIYONrfX
2018-03-01 16:38:13+00:00,miljasaksi,"Tämän vuoden huippuhetkiä tänään, kun sain toivottaa paljon odotetun kollegan lämpimästi tervetulleeksi @LuonaOy. Kiitos luottamuksesta Lisbeth! @lisbethfg1 Lisbethin ajatuksia haastattelussa. #yhdessä #digisote #digiterveys https://t.co/L9sZWSFre9"
2018-02-27 14:52:19+00:00,VilleNiiranen,Asiakaskäyttäytyminen muuttuu isosti. Digi mahdollistaa ennakoivat ja helpot terveyspalvelut kännykällä #terveys #elämänturva https://t.co/YLrFhH5zXA
2018-02-26 16:16:08+00:00,KyostiK,"Digi vs Sote: kumpi muuttaa terveydenhuollon? Lue, mitä sanoo @tikkanenjani #terveys #lähitapiola https://t.co/J3CIK4PpJe"
2018-02-26 05:01:41+00:00,maija_hanninen,"Elämänturvaajat ennakoimassa👌 #Terveys 
Debatti: Digi muuttaa terveydenhuoltoa sotea enemmän https://t.co/R0jGzXwIZy #Terveydenhuolto käyttäjältä @KauppalehtiFi"
2018-02-22 15:02:27+00:00,digiterveys,"Geenit vaikuttavat jopa sinun syömiseen, kun katsot TV:n ruokamainoksia! FTO rs9939609 genotype AA oli yhteydessä suurempaa syömiseen. Sama geenivariantti on myös Digiterveyden geenitestissä. Tilaa omasi verkkkokaupasta https://t.co/98pWuRQgem
https://t.co/IMhdcIoJ1c https://t.co/WhA3iI24yV"
2018-02-22 06:30:28+00:00,AstaWallenius,"Yhdessä enemmän! Ratkaisuilla kysyntää, toisiaan täydentävää tarjoamaa kannattaa kehittää, paketoida ja myydä yhdessä. 

Hyviä esimerkkejä on jo, esim. AMR puolella. Suuria mahdollisuuksia #terveysteknologia #activeaging #digiterveys #koulutus #FinlandHealth https://t.co/RxsvZ7v4v6"
2018-02-17 08:11:52+00:00,LRasku,"Kaikkiaan 11 tiimiä on valittu Slushissa @STM_Uutiset käynnistämään hyvinvointisovellusten suunnittelukilpailuun, jossa haetaan uusia terveys- ja hyvinvointisovelluksia liitettäviksi Omakannan Omatietovarantoon #sote #digi https://t.co/f6Cx4G0uk6"
2018-02-16 13:14:32+00:00,DumnSutkin,"@petterij @KauppalehtiFi Tää taitaa olla jo toinen kerta, kun Nokia toteaa, ettei digiterveys kuulu heidän palettiinsa :-D"
2018-02-16 08:22:24+00:00,MinnaTohtori,#työkyky #hyvinvointi #kkamu @digiterveys @varalaofficial https://t.co/ccOuFfaKtV
2018-02-16 08:17:52+00:00,AkiraRopo,"""Työhyvinvoinnin sijaan pitäisi enemmän puhua työkyvystä"" @_pekko_ #työkyky #digiterveys #ennakointi #hyvinvointi #muutos #kkaamu @varalaofficial https://t.co/smWix5mFa3 https://t.co/PplTiAJiWJ"
2018-02-15 15:32:23+00:00,lehtotu,"@taloussanomat Digiterveys ei ole vielä vähään aikaan riittävän tuottoisaa, valitettavasti."
2018-02-15 15:25:22+00:00,petterij,"Eikös Nokian strategiana pitänyt olla laajentuminen uusille bisnesalueille pelkän verkkoteknologian lisäksi? Digiterveys olisi tulevaisuuden ala, ""Healthier together"". Nyt kovasti munia #5G-korissa. https://t.co/tPn8WTb1o6 #Sijoittaminen @KauppalehtiFi"
2018-02-09 07:30:08+00:00,mylab_oy,@MikkoSipilae piti eilen mainion esityksen! My+ verikeskus kiinnosti messuvieraita @LabqualityDays @mylab_oy. Tänään samalla stagella Mika Kymäläinen ja My+palvelu koko hoitoketjun tukena. Samuli Niiranen mukana startup -paneelissa @startuphealth @Digiterveys_Lab https://t.co/JUCsDOPbBu
2018-02-06 14:39:33+00:00,digiterveys,Jopa 40 prosenttia syövistä voitaisiin ennaltaehkäistä – Näin sinä voit alentaa omaa syöpäriskiäsi https://t.co/mRp8WoFnID
2018-01-31 07:37:00+00:00,talouselama,Terveystiedot siirtyvät entistä enemmän asiakkaan käsiin. #terveys #digi #ura  https://t.co/486SY9zUyT
2018-01-30 06:36:58+00:00,HoivaJaTerveys,"""#Sote-reformi avaa uusia mahdollisuuksia yrityksille, joille Suomi on ennen kaikkea referenssimarkkina vientiä varten. Juuri nyt on oikea hetki aloittaa yhteistyön rakentaminen uudelta pohjalta #terveys'alan kasvustrategian hengessä."" #teknologia #digi https://t.co/wDzmcG2PZz"
2018-01-30 05:32:31+00:00,rinne_kaj,Mielenkiintoisia ajatuksia aivojemme toiminnasta päivän askareissa. Sopii kuunneltavaksi meille kaikille! #HR #lääkärit #johtajat #työnsuunnittelu #avokonttori #taustameteli #mindfulness #tekniikka #digi #luovuus #aivot #terveys Sari Valto Yle Areenassa: https://t.co/kybtWSM5Pc
2018-01-26 14:06:53+00:00,Teemusail,Nyt etsitään #hyvinvointi'a ja terveyttä tukevia digitaalisia ratkaisuja #kalasatama #startup #terveys #digitalisaatio #digi https://t.co/dheJM71qvg
2018-01-24 11:31:30+00:00,MerjaHeinonen,"Minä sitten rakastan tätä digitalisaatiota! Apteekissa huomasin, että lääkeresepti olikin tyhjä. Nopea chat-yhteys lääkäriin ja kymmenen minuutin kuluttua uusittu resepti Oma Kannassa. #omakanta #digihyöty #digitalisaatio #digiterveys"
2018-01-23 13:27:25+00:00,UKKinstituutti,"@anu_pollari Kiitos palautteestasi! On aina mukava lukea ja kuulla käytännön esimerkkejä ammattilaisilta työkalujen käytöstä käytännön työssä. 
#liikunta #ruutuaika #digiterveys #hyvinvointi"
2018-01-21 12:52:41+00:00,Vesa_Lund1,#sote @satasote1 @Satakunta2020  Mitenkähän Sote - digitaaliset palvelut ja tekoäly? Ruokintarobotit - itsehoito - ja diagnoosialgoritmit - kotoa käytettävät digiterveys-palvelut? Lisääkö tietokoneen kanssa kanssakäyminen terveyttä - provosoinko vai uhkakuva? https://t.co/tnLPvuzuBP
2018-01-19 15:02:58+00:00,LabqualitySuomi,"Tule kuuntelemaan Teemu Arinan esitys: ""Mittaa itsestä terve biohakkeroinnin avulla"" Labquality Days -kongressiin 8-9.2.2018  @MiaLindstrm2 https://t.co/rwjx4gH9Wu #LQD2018 #Terveysteknologia #eHealth #Digiterveys #Stratup https://t.co/1QkB0Eidz5"
2018-01-18 16:55:24+00:00,LindgrenMarika,Älyrollaattorit avuksi kuntoutumisen seuraamiseen #digi #terveys #kuntoutuminen https://t.co/Hb11QGFM7j
2018-01-16 08:25:14+00:00,AnnukkaMeronen,"Maailman 1. aivoverenkiertohäiriön kuntoutukseen suunniteltu hyötypeli käyttöön Kainuun #sote'ssa! Edut: peli on mielekäs lisä usein tylsään kuntoutukseen ja vapauttaa resursseja muuhun, koska peliä voi käyttää myös itsenäisesti #digiterveys #kuntoutus https://t.co/6Rur2F6KSC"
2018-01-15 12:34:48+00:00,AnnukkaMeronen,Arvion mukaan 3/4 ihmisten perusarjen terveystarpeista voidaan hoitaa etänä. #Virtuaalisairaala tarjoaa asiakkaille matalan kynnyksen tavan hoitaa terveyshuoliaan=&gt; lyhentää hoitojonoja=&gt; lisää asiakastyytyväisyyttä #digiterveys #terveydenhuolto https://t.co/yht9AA1ueT
2018-01-15 12:14:04+00:00,mediuutiset,"#Vakuutusyhtiöt ovat ottamassa vakuutusasiakkaidensa #hoitoketjut entistä tiukemmin otteeseensa. @Lahi_Tapiola avaa #virtuaalisairaala'nsa tämän kuun lopussa. #etälääketiede #digiterveys

https://t.co/7frUyB2sPT"
2018-01-14 16:59:08+00:00,SeppiMiia,happy to see such advances in healthcare #ai #digitalhealth #digiterveys #healthtech https://t.co/4NqNsZqlmg
2018-01-12 17:44:39+00:00,digiterveys,"Voimaharjoittelu VAIN 2 x vko, 8 liikettä, 10 toistoa kasvattaa lihasmassaa ja voimatasoa, vähentää kehon rasvan määrää, vähentää matala-asteista tulehdusta -&gt; ehkäisee kroonisia sairauksia. 
 https://t.co/pW8ZDmsgq5"
2018-01-10 10:56:54+00:00,helsinkibiz,#Kalasatama Wellbeing -kokeiluohjelman tarjouskilpailu on auki. Toimi 15.2. mennessä! Kokeilun arvo voi olla enintään 8000 e. #healthcapitalhelsinki #hyvinvointi #terveys #digiterveys #healthtech #digitalhealth #smartcity #Helsinki (Kuva: @rikurobert) https://t.co/yEPN99dAxK https://t.co/rHhaHLDsnS
2018-01-08 09:46:26+00:00,NomertaK,"Ylilääkäri sote-rahoista: ”Ajatus kulujen kasvun leikkaamisesta on outo”
https://t.co/971RxRer5Q Kansa,#sote-#digi-#bisnes ja #kepu'n #maakunta'nat ovat susisoten ansainneeet?#hallitus #korruptio #ainoälykännyssä #keisarillaeiolevaatteita #sipilä #talous #terveys #medikalisaatio https://t.co/2tVYCtqKTP"
2018-01-02 19:09:35+00:00,digiterveys,Liikunta on lääke stressissäkin: lieventää stressin haitallisia vaikutuksia. https://t.co/8BeDC91oy0
2018-01-02 18:53:09+00:00,digiterveys,"Onnistuneen painon pudotuksen avaimet ovat: 1) kehon painon punnitseminen vähintään 4 krt/viikko, 2) yli 8500 askelta päivittäin sekä 3) yli 60 min keskiraskasta liikuntaa viikossa ja näiden lisäksi 4) ruokailun kuvaaminen vähintään kolmena päivänä viikossa. https://t.co/hM4lnRPYI9"
2018-01-02 13:12:27+00:00,VilliLilli,"Digiterveys lisää potilaiden valtaa 
https://t.co/EPhsIyNvk9"
2017-12-30 08:08:41+00:00,SariArhoHavren,Milloin tulevat täsmälääkkeet? Milloin #smart ja #digiterveys? Jani Kaaro - KIPURAJALLA  – MIKSI UUDET SYÖPÄLÄÄKKEET OVAT NIIN KALLIITA?  https://t.co/YUWly9Dlj4 via @RapportFI
2017-12-28 12:45:12+00:00,MtTiainen,"#Eläkejärjestelmä kestää, #hoivajärjestelmä ei. #ikääntyminen #eläköityminen #neljäsikä #terveys #hoiva #sote #digi 
https://t.co/DKlPEQThGt"
2017-12-21 14:07:21+00:00,digiterveys,https://t.co/X8V8Y8yLo5
2017-12-19 17:03:30+00:00,rpetas1,Digiterveys lisää potilaiden valtaa https://t.co/inmLV2M8Yr
2017-12-19 15:53:19+00:00,RauhalaMarko,"Yhdessä pystymme tarjoamaan laajempia ja innovatiivisempia palveluita, jotka vastaavat asiakkaan ongelmaan. Digiterveys lisää potilaiden valtaa https://t.co/AqPnbtjXqo"
2017-12-19 07:32:22+00:00,AccentureFI,"Tulevaisuuden terveydenhuollon hoitomuotoja on välttämätöntä uudistaa, jotta saavutetaan säästöjä ja parempaa hoitoa: https://t.co/KjiPiLbhb0 #AccentureAccelerator #Digiterveys @MehilainenOy @talouselama"
2017-12-19 05:09:53+00:00,LRasku,"#ODAhanke siirtymässä täyteen pilotointiin - tavoitteena tuoda uudet sähköiset terveys- ja hyvinvointipalvelut joustavasti kaikkien ulottuville, ajasta ja paikasta riippumatta #sote #digi #omaolo https://t.co/1r6BZJUbO9"
2017-12-14 11:58:56+00:00,KaarivaaraJani,LähiTapiolan uuteen virtuaalisairaalaan pääsee asiakkaaksi helpoimmin Terve! Vakuutuksella joka sopii kaikille #terveys #elämänturva #digi LähiTapiola https://t.co/JJI93hluA0
2017-12-14 10:37:35+00:00,digiterveys,Istumisen vähentäminen  30 min ja vastavaavan ajan lisäämällä keskiraskasta liikuntaa parantaa veren rasva-arvoja ja edelleen vähentää sairastumisriskiä mm. sydän- ja verisuonitauteihin. Istumisen vaihtamista seisomiseen ei tämän tutkimuksen mukaan havaittu samaa vaikusta. https://t.co/4AIbmgNZay
2017-12-11 07:54:03+00:00,suomidigi,"Uudet sähköiset #terveys- ja  hyvinvointipalvelut kaikkien ulottuville, ajasta ja paikasta riippumatta. @JNumminen bloggaa Omat #digi'ajan #hyvinvointi'palvelut (ODA)-hankkeessa kehitettävästä #Omaolo-palvelusta https://t.co/5ZvhHmj8na  @STM_Uutiset #ODAhanke @EspooEsbo"
2017-12-10 16:13:16+00:00,rinne_kaj,"@villetolvanen @Migreeni Useampi talo on jo pystyssä ja lisää tulee koko ajan. Materiaalia tehdään ja tuotetaan yhdessä eri yliopistosairaaloiden kanssa, @Terveyskyla_fi . #terveys #talo  #kylä  #terapia #paraneminen #hoito #digi"
2017-12-05 11:33:51+00:00,eijakalliala,Kirjoitin viime viikon #DigitalSilver-tilaisuudesta blogiini. https://t.co/ATrdgVo3Rc #SeniorIT @TIVIAry @MiitITry #digitaalisuus #digi #terveys
2017-11-30 17:07:05+00:00,LRasku,"STM käynnistänyt suunnittelukilpailun, jossa haetaan kehittäjiä terveys- ja hyvinvointisovelluksille, jotka parantavat ihmisten sote-palveluja. Sovellusten tulee hyödyntää Omatietovarantoa @Kantapalvelut #digi #hyvinvointi https://t.co/Fx9UUYoHja"
2017-11-24 08:02:42+00:00,digiterveys,"Valitse välipalaksi ennen liikuntaa kannattaa valita matalan glykeemisen indeksi tuotteita, ts. monipuolinen välipala, jossa on proteiinia, rasvaa ja kuitupitoista hiilihydraattia. https://t.co/4dtginSXTv"
2017-11-21 17:13:18+00:00,sannavesikansa,"Tänään #sote lautakunnassa kävimme läpi sähköisiä oire- ja hyvinvointiarvioita, jotka tulevat Helsingin pilotoitavaksi ensi vuoden alkupuolella. Arvio ohjaa omahoitoon tai on tietopohjana jatkohoidossa vastaanotolla - hyvä suunta! #digi #helsinki #terveys https://t.co/trOb20cWbv"
2017-11-16 08:44:19+00:00,JuhaHakki,Lauteilla olleet ja hyviä oppeja jakaneet @seesamutanen ja @Erika0107 . Ja edelleen jatkamme #parhaatmukana #myynti #markkinointi #lääke #sote #terveys #digi https://t.co/U1bGerhHDW
2017-11-13 06:27:38+00:00,HeliVuori,Miten #digi muuttaa asiointia #asiakaskokemus #työntekijäkokemus #terveys #hammashoito @VantaanKaupunki https://t.co/ra4JTcSC46
2017-11-08 07:18:40+00:00,SSoitula,TOP3 healthcare trends: #personalization #integration #value by @JonasHKnudsen #digisote #digitalhealth #digiterveys
2017-11-03 18:58:44+00:00,SebaSiukonen,"Nyt.
#Terveys
#Palvelu
#Digi 
https://t.co/Nnbo3iiwkb"
2017-11-03 07:56:35+00:00,AnttiMarttinen,"Kerrankin sotesta kirjoitus, joka katsoo eteenpäin, eikä pelaa nollasummapeliä vanhan pohjalta. #sote #digi #terveys https://t.co/O7WLF24Ff7"
2017-11-03 05:00:54+00:00,susasanna,No nyt puhutaan asiaa! Toimintamalliksi terveyden edistäminen ja ammattilaisten avuksi uusi teknologia #digiterveys  https://t.co/MLRYnidpHA
2017-10-27 13:17:27+00:00,SariUllgren,@Hyvinvointihack 2017 käynnistyi juuri! Toivotaan että tiimit löytää huippuratkaisuja haasteisiin. #hyvinvointi #terveys #teknologia #digi https://t.co/KaWYsPWoBf
2017-10-26 10:50:27+00:00,AkiraRopo,@j_latvala @Kauppakamari @k2tre @BusinessTre_FI Upeaa duunia @j_latvala ja co #kasvu #digi #terveys
2017-10-25 08:46:13+00:00,NiinaVenho,"Osaaminen, työn hallinta ja #motivaatio. #työntuottavuus riippuu näistä, silti ymmärrys ja mittaus usein heikkoa @_pekko_ @digiterveys https://t.co/xStMm0tiKM"
2017-10-24 08:07:23+00:00,EijaTabell,"Hyvää yrittäjänaisten päivää! @KainuunELY'n haastattelussa @MinnaTohtori yrityksestä @digiterveys. 

https://t.co/77dhet50uv"
2017-10-23 07:42:17+00:00,Laaketieto,Suomalaiset arvostavat digitaalisia terveyspalveluita ja 73 % on käyttänyt näitä.  Lue lisää: https://t.co/re968xO1ev #digiterveys https://t.co/5NgjYzbnlA
2017-10-17 18:53:38+00:00,tikkanenjani,"@IlkkaManninen @jiiseppala @KauppalehtiFi Etähoitoa on jo paljon, mutta #digiterveys on paljon laajempi kapitteli. Rakennamme holistista ekosysteemiä kumppaneidemme kanssa."
2017-10-17 08:31:20+00:00,HennaVirkkunen,Suomalaiset ja virolaiset EU:n kärkeä #eHealth-palveluiden käytössä. Silti puolet ei ole vielä käyttänyt. Paljon potentiaalia #digiterveys https://t.co/sfEAiiCBm1
2017-10-16 17:10:26+00:00,SPauninsalo,"Seurantaan heti @eHealthTallinn Xroad &amp; eID backbones in Estonia #eHealthTallinn #ehealth #digiterveys #eterveys  
https://t.co/hpLNNiJtE3 https://t.co/dTPqg3YbQV"
2017-10-13 04:43:59+00:00,tietotalo,"Lisää soteuudistuksesta ja valinnanvapaudesta #digisote 2017 -tapahtumassa, puhumassa @MikaPitkmki ja @Karita__ #sote #digiterveys https://t.co/XOY1bsbHEE"
2017-10-12 09:45:34+00:00,helsinki,"Lihavuuden hoidon #Painonhallintatalo -palveluille palkinto - Hyvä #HUS ! https://t.co/0GsEIUpj7j
#digi #terveys @Arvoliitto @HUS_uutisoi"
2017-10-05 10:39:28+00:00,Laaketieto,"Valtaosa suomalaisista on jo käyttänyt terveydenhuollon digipalveluita, nuoret etunenässä #terveys #digi #ehealth https://t.co/9m8rGMwEJL"
2017-09-28 18:47:09+00:00,SamiJoru,@digiterveys Tämä on mielenkiintoista? Toimiiko tämä oikeasti?
2017-09-27 17:01:23+00:00,tietotalo,Lääkäriin ajasta ja paikasta riippumatta #omaterveys #mobiili #digiterveys https://t.co/VhZhvaTXpq
2017-09-26 13:44:36+00:00,digiterveys,"@pronutritionist Hyvä, lisää näitä jakoon! Tämän kaltaiset avautumiset ovat omiaan erottamaan jyvät akanoista ravinto- ja ruokakeskusteluissa."
2017-09-26 13:33:13+00:00,digiterveys,"""Pitääkö työstä (puhumisesta) maksaa?"" https://t.co/vkL4hP9fPf by @_pekko_ on @LinkedIn"
2017-09-21 18:13:38+00:00,digiterveys,"Kaikki liikkuminen, siis fyysinen aktiivisuus jossa lihakset supistuvat, pitää kehosi elossa. #omamoottori #hyvämoottori https://t.co/QtzGPz1uFF"
2017-09-21 09:04:01+00:00,PirjoHakanpaa,"Ihmisten Geenimuuntelu on jo täällä, geenitesteistä se lähtee. Alkaa olla kiire jutella poliittisella tasolla #digiterveys @_pekko_ #HTF2017"
2017-09-21 07:27:17+00:00,PirjoHakanpaa,Ikuinen elämä lähempänä kuin koskaan?  #Calico #Google tutkivat tätäkin. Eläkeikäennusteet menevät uusiksi @_pekko_  #digiterveys #HTF2017
2017-09-20 14:02:41+00:00,ArttuPerttula,Healthcare model in 2020 (Open Patient Management) by @madistiik #AI #vision #mydata #digi #terveys #sote #mindtrek17 https://t.co/2tEJFB4oZn
2017-09-20 04:31:43+00:00,MManelius,@Sote_laatu @Digiterveys_Lab 350€ lisä vaativasta asiantuntijatyöstä on kuitenkin naurettavan pieni. Vastuu ei näy palkassa yhtään! Palkan pitäisi olla paljon suurempi.
2017-09-18 18:44:36+00:00,Rilimam,Uusi digiterveyden ekosysteemi liikkeelle #AI #tekoäly #ehealth #digiterveys #HUS https://t.co/3mQCa810We käyttäjältä @uusiteknologia
2017-09-14 06:55:43+00:00,digiterveys,"Tässä nousijat ja laskijat: Avokado valloittanut suomalaiset, perusmaito ei maistu – syömme yhä te… https://t.co/nJiVCJjmGR"
2017-09-11 15:34:51+00:00,Tyofyssari,@kallansanna @alexstubb @JohannaCastren @Sote_laatu @Digiterveys_Lab @THLorg @TietoSuomi @CGI_FI Haluaisin nähdä sitä kaaosta. Taitaa olla paljon pahempaa kuin #SOTE- rakenteet.
2017-09-10 17:06:44+00:00,Tyofyssari,"@kallansanna @alexstubb @JohannaCastren @Sote_laatu @Digiterveys_Lab @THLorg @TietoSuomi @CGI_FI Toiveajattelua? Tekoäly ei tiedä yksilön elämäntavoista, persoonallisuudesta tai tarpeista."
2017-09-08 06:46:30+00:00,Energiatutka,@vihrealanka @spietikainen @paula_laine @ErkkiPerala @helisuominen Miten riskit realisoituu #sote*ssa? https://t.co/oBgAjCBCd8 #digiterveys
2017-09-07 08:26:59+00:00,digiterveys,“Why The World of Business Is Still Scared of Your Inner Life” by @DavidHolzmer https://t.co/9ppi6E0eNK
2017-09-01 09:13:08+00:00,digiterveys,"I'm using https://t.co/bH3PFkgDql, the fastest and most reliable service to schedule my events. Give it a try, it's free! via @doodletweet"
