Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2020-03-05,Laitinen1Paivi,A0,#sähköinenasiointi #digitalisaatio @SosteriFI #asiakaspolku esillä Linnalan kansalaisopistossa. Paikalla kymmenkunta kansalaista. Kiinnostusta #terveydenhuolto palveluihin sähköisesti on. Varsinkin #omakanta kiinnostaa. @piakarttunen https://t.co/InwiBjoKrL,sähköinenasiointi digitalisaatio @sosterifi asiakaspolku esillä linnala kansalaisopistossa paikka kansalai kiinnostusta terveydenhuolto palvelu sähköisesti varsinkin omakanta kiinnostaa @piakarttunen _ url _,#sähköinenasiointi #digitalisaatio @SosteriFI #asiakaspolku on display at Linnala's civic college. A dozen citizens there. There is interest in #healthcare services electronically. I'm especially interested in #omakanta. @piakarttunen https://t.co/InwiBjoKrL,0.7178,positiivinen
2020-03-04,FSfTeHP,A0,"Ikä ei ole yksin este #terveydenhuolto #digipalvelut käytölle, mutta #digiosattomuus tulee huomioida #eHealth #sote #digitalisaatio @ReponenJarmo haastattelu kuultavissa vielä tänään 4.3.2020 #YLE areena https://t.co/FWd3u8jptD",ikä yksin este terveydenhuolto digipalvela käytö digiosattomuus tulla huomioida ehealth sote digitalisaatio @reponenjarmo haastattelu kuultavi vielä tänään 4.3.2020 yle areena _ url _,"Age alone is not an obstacle to the use of #healthcare #digital services, but the lack of #digital services should be taken into account #eHealth #sote #digitalisaatio @ReponenJarmo interview still available today March 4, 2020 #YLE areena https://t.co/FWd3u8jptD",-0.4395,negatiivinen
2020-02-28,GoforeGroup,A0,Yhdessä @SoteDigi ja viiden muun toimijan kanssa kehitämme terveysongelmiin ilmaista nettipalvelua #sotedigi #digitalisaatio #terveydenhuolto https://t.co/PyWWy5Zryo,yhdessä @sotedigi toimija kehittää terveysongelmiin ilmaista nettipalvelu sotedigi digitalisaatio terveydenhuolto _ url _,"Together with @SoteDigi and five other operators, we are developing a free online service for health problems #sotedigi #digitalisaatio #terveydenhuolto https://t.co/PyWWy5Zryo",0.1531,neutraali
2018-03-30,henna_ahtola,A0,"#Digitalisaatio mahdollistaa uudenlaisia palveluita ja auttaa tavoittamaan yhä enemmän ihmisiä. Uskalletaan rohkeasti ajatella toimintatapoja uudelleen, mahdollisuuksia on monilla aloilla. #johtaminen #strategia #työelämä  https://t.co/SqeAm9AFmf #Terveydenhuolto",digitalisaatio mahdollistaa uudenlainen palvelu auttaa tavoittaa yhä enemmän ihminen uskalletaan rohkeasti ajatella toimintatapa uudelleen mahdollisuus ala johtaminen strategia työelämä _ url _ terveydenhuolto,"#Digitalisation enables new types of services and helps reach more and more people. Let's dare to rethink the methods of operation, there are opportunities in many fields. #management #strategy #worklife https://t.co/SqeAm9AFmf #Health care",0.8176,positiivinen
2020-02-19,alekheik,A0,"Tätä ongelmaa ei olisi, jos julkinen terveydenhuolto käyttäisi sähköisiä viestintäkanavia. Toki myös kansalaisten tulisi käyttää, mutta esim. @ksshp'ssa mitään sähköisiä ei ole asiakkaille tarjolla. #digitalisaatio #kunnat https://t.co/HQKMARphav",ongelma julkinen terveydenhuolto käytäla sähköinen viestintäkanava toki myös kansalainen tulla käyttää esim. @ksshp'ssa sähköisiä asiakas tarjolla digitalisaatio kunta _ url _,"This problem would not exist if public healthcare used electronic communication channels. Of course, citizens should also use it, but e.g. @ksshp does not offer anything electronic to customers. #digitalization #municipalities https://t.co/HQKMARphav",-0.2144,neutraali
2020-02-17,kihannis,A0,@ElisaOyj on ihmisten elämän laadun ja turvallisuuden asialla! Meillä on otettu jo yli 20v ajan määrätietoisia askelia suomalaisen terveydenhuollon kehittämiseksi. Lue miten digitalisaatio auttaa kotihoidossa:  https://t.co/Ys5vEjOA6g #terveydenhuolto #kotihoito #digitalisaatio,@elisaoyj ihminen elämä laatu turvallisuus asia ottaa jo yli aika määrätietoinen askel suomalainen terveydenhuolto kehittämiseksi lukea miten digitalisaatio auttaa kotihoidossa _ url _ terveydenhuolto kotihoito digitalisaatio,"@ElisaOyj is about the quality and safety of people's lives! For more than 20 years, we have taken determined steps to develop Finnish healthcare. Read how digitization helps in home care: https://t.co/Ys5vEjOA6g #terveydenhuolto #kotihoito #digitalisaatio",0.8832,positiivinen
2020-02-12,vr4healthcare,A0,"Suosittelemme: Kuopio Living Lab

#pohjoissavo #Kuopio #testbed #yhteistyö #startup #virtuaalitodellisuus #terveydenhuolto #digitalisaatio #hoitotyö #lääketiede #koulutus #testaus",suosittelemme kuopio living lab pohjoissavo kuopio testbed yhteistyö startup virtuaalitodellisuus terveydenhuolto digitalisaatio hoitotyö lääketiede koulutus testaus,"We recommend: Kuopio Living Lab

#pohjoissavo #Kuopio #testbed #collaboration #startup #virtualtodellisuus #terveydenhuolto #digitalisaatio #hoitotyö #läketiede #koulutus #testaus",0.3612,neutraali
2020-02-05,CGI_FI,A0,HUSin @MKorja ja CleverHealth Networkin @MirkaTammi koordinoima AI Head Analysis -projekti tähtää parantamaan aivoverenvuodon diagnoosien tarkkuutta ja hoidon laatua tekoälyllä. #tekoäly #teknologia #terveydenhuolto #digitalisaatio @HUS_uutisoi @Clever ... https://t.co/agIoinVM9E https://t.co/2fsMjiEtqn,husin @mkorja cleverhealth networkin @mirkatammi koordinoima ai head analysis projekti tähdätä parantaa aivoverenvuoto diagnoosi tarkkuus hoito laatu tekoäly tekoäly teknologia terveydenhuolto digitalisaatio @hus_uutisoi @clever _ url _ _ url _,The AI ​​Head Analysis project coordinated by HUS's @MKorja and CleverHealth Network's @MirkaTammi aims to improve the accuracy of cerebral hemorrhage diagnoses and the quality of treatment with artificial intelligence. #tekoäly #technologia #terveydenhuolto #digitalisaatio @HUS_uutisoi @Clever ... https://t.co/agIoinVM9E https://t.co/2fsMjiEtqn,0.8402,positiivinen
2020-01-29,mihkal,A0,"#sote via NodeXL https://t.co/Kvsfsu0Toj
@stm_uutiset
@kirsivarhila
@thlorg
@kristakiuru
@tehy_ry
@aulamk
@aronkyto
@tyoterveys
@rapeka
@timotuov

Top hashtags:
#sote
#hyte
#terveydenhuolto
#tehy
#digitalisaatio
#tulevaisuudensote
#sotejohdonneuvottelupäivät",sote nodexl _ url _ @stm_uutinen @kirsivarhila @thlorg @kristakiuru @tehy_ry @aulamk @aronkyto @tyoterveys @rapeka @timotuov top hashtags sote hyte terveydenhuolto tehy digitalisaatio tulevaisuudensote sotejohdonneuvottelupää,"#sote via NodeXL https://t.co/Kvsfsu0Toj
@stm_uutiset
@kirsivarhila
@thlorg
@kristakiuru
@tehy_ry
@aulamk
@aronkyto
@tyoterveys
@rapeka
@timotuov

Top hashtags:
#sote
#hyte
#health care
#do it
#digitalization
#future war
#sotejønde consultation days",0.0258,neutraali
2020-01-27,MParkkila,A0,"Käyttöönotto viipynyt, kun terveydenhuollon organisaatiot eivät ole tilanneet sähköistä B-lausuntoa tietojärjestelmätoimittajilta. #terveydenhuolto #digitalisaatio #lomakkeet #lausunnot",käyttöönotto viipyä terveydenhuolto organisaatio tilana sähköinen blausunto tietojärjestelmätoimittaji terveydenhuolto digitalisaatio lomakkeet lausunto,The implementation was delayed when the healthcare organizations have not ordered an electronic B statement from the information system suppliers. #healthcare #digitalization #forms #statements,-0.2263,neutraali
2020-01-26,Sensotrend_FI,A0,"Tähän viikonloppuun mahtui mm. #TiedonValoa-tapahtuma, jossa @mrinnetmaki kävi kertomassa, miten #terveydenhuolto tulevaisuudessa surffailee #digitalisaatio'n aalloilla. https://t.co/erIBB81ZqY",viikonloppu mahtua mm. tiedonvaloa-tapahtuma @mrinnetmaki käydä kertomassa miten terveydenhuolto tulevaisuus surffailla digitalisaatio'n aalloilla _ url _,"This weekend included e.g. #TiedonValoa event, where @mrinnetmaki went to tell how #healthcare will surf the waves of #digitalization in the future. https://t.co/erIBB81ZqY",0.0,neutraali
2020-01-23,mihkal,A0,"#sote OR #hyte via NodeXL https://t.co/zMXElMoYoQ
@stm_uutiset
@aulamk
@thlorg
@kristakiuru
@tehy_ry
@nurmirii
@ismokainulainen
@kirsivarhila
@tapanika
@paivinerg

Top hashtags:
#sote
#hyte
#digi
#digitalisaatio
#tulevaisuudensote
#vaikuttavuus
#terveydenhuolto",sote or hyte nodexl _ url _ @stm_uutinen @aulamk @thlorg @kristakiuru @tehy_ry @nurmirii @ismokainulainen @kirsivarhila @tapanika @paivinerg top hashtags sote hyte digi digitalisaatio tulevaisuudensote vaikuttavuus terveydenhuolto,"#sote OR #hyte via NodeXL https://t.co/zMXElMoYoQ
@stm_uutiset
@aulamk
@thlorg
@kristakiuru
@tehy_ry
@nurmirii
@ismokainulainen
@kirsivarhila
@tapanika
@paivinerg

Top hashtags:
#sote
#hyte
#digi
#digitalization
#future war
#influence
#health care",0.0258,neutraali
2020-09-16,PilviRantanen,A0,"STM selvittää kyselyllä, miten #sote-#tiedonhallinta ja #digitalisaatio kehittämistä pitäisi painottaa lähivuosina. Kysely on lähetetty sosiaali- ja terveydenhuollon palvelunantajille. 

#kehittäminen #kantapalvelut #tiekartta #sosiaalihuolto #terveydenhuolto",stm selvittää kyselyllä miten sote-#tiedonhallinta digitalisaatio kehittäminen painottaa lähivuosi kysely lähetetä sosiaali terveydenhuolto palvelunantajti kehittäminen kantapalvela tiekars sosiaalihuolto terveydenhuolto,"STM will find out with a survey how the development of #sote-#tiedonhaltanya and #digitalization should be emphasized in the next few years. The survey has been sent to social and healthcare service providers.

#development #services #road map #social care #health care",0.7506,positiivinen
2020-09-28,ackermanemil,A0,Digitalisaatio ei pysähdy @Tays_sairaala:ssa koronan takia vaan kiihtyy entisestään! #omatays #digitalisaatio #terveydenhuolto #erikoissairaanhoito https://t.co/8yJW77hGwf,digitalisaatio pysähtyä @tays_sairaala: korota kiihtyä entisestään omatays digitalisaatio terveydenhuolto erikoissairaanhoito _ url _,"Digitization doesn't stop at @Tays_sairaala because of the corona, but accelerates even more! #omatays #digitalization #health care #special care https://t.co/8yJW77hGwf",0.9311,positiivinen
2020-09-04,Movendos,A0,"Lämpimästi tervetuloa tiimiimme, Jari Kurtti! Jari hyppäsi mukaan kehittämään terveydenhuollon sähköisen asioinnin ratkaisujamme. #movendoshealthplatform #terveydenhuolto #työterveys #digitalisaatio 
https://t.co/7NC38k7qee",lämpimästi tervetuloa tiimiimme jari kurtti jari hyppäta mukaan kehittää terveydenhuolto sähköinen asiointi ratkaisujamme terveydenhuolto työterveys digitalisaatio _ url _,"A warm welcome to our team, Jari Kurtti! Jari jumped in to develop our healthcare electronic business solutions. #movendoshealthplatform #terveydenhuolto #työterveys #digitalisation
https://t.co/7NC38k7qee",0.7088,positiivinen
2020-10-07,RauhalaMarko,A0,"Suomalaisten luottamus hoitohenkilökuntaan on korkea, joten alan ammattilaiset ovat kriittisessä asemassa terveydenhuollon #digitalisaatio'n edistämisessä. Siksi alan ammattilaisille varmistettava riittävä tuki ja koulutus! @Accenture #terveydenhuolto https://t.co/cI5NSAI6Xf",suomalainen luottamus hoitohenkilökuntaan korkea joten ala ammattilaiset kriittinen asema terveydenhuolto digitalisaatio'n edistäminen siksi alkaa ammattilaisi varmistaa riittävä tuki koulutus @accenture terveydenhuolto _ url _,"Finns have high trust in medical personnel, so professionals in the field are in a critical position in promoting the #digitalization of healthcare. Therefore, ensure adequate support and training for professionals in the field! @Accenture #healthcare https://t.co/cI5NSAI6Xf",0.8748,positiivinen
2021-02-18,Sailab_ry,A0,"‒ Hoitopolkujen ensivaiheissa tehtävät päätökset ovat avain koko #terveydenhuolto​järjestelmän tehokkuuteen, toteaa @phirvon3n, @KlinikHealth. Käynnissä Miten hoito- ja palvelupolkuja rakennetaan #terveysteknologia​n avulla? -seminaari. #digitalisaatio https://t.co/INaRhw9odj",‒ hoitopolkujen tehtävä päätös avain koko terveydenhuolto​järjestelmä tehokkuus todeta @phirvon3n @klinikhealth käynnissä miten hoito palvelupolku rakenneta terveysteknologia​n apu seminaari digitalisaatio _ url _,"‒ Decisions made in the initial stages of treatment paths are the key to the efficiency of the entire #healthcare system, says @phirvon3n, @KlinikHealth. In progress How are care and service paths built using #healthtechnology? -seminar. #digitalization https://t.co/INaRhw9odj",0.8176,positiivinen
2018-02-27,kati_sulin,A0,Hyvä kirjoitus @tikkanenjani terveydenhuolto ja digitalisaatio https://t.co/DBfHij7Xde,hyvä kirjoitus @tikkanenjani terveydenhuolto digitalisaatio _ url _,Good article @tikkanenjani healthcare and digitization https://t.co/DBfHij7Xde,0.4404,positiivinen
2021-02-09,Sailab_ry,A0,"Huipputeknologia ja #digitalisaatio terveydenhuollossa: mihin niitä tarvitaan? @HealthHelsinki, @HBH_HQ ja Sailab avaavat 3.3. keskustelun terveysalan innovaatioista, T&amp;K-toiminnasta ja investoinneista. Ilmoittaudu sarjan 1. seminaariin: https://t.co/Ht8TtVFbN6 #terveydenhuolto https://t.co/kXYcX8mfZs",huipputeknologia digitalisaatio terveydenhuollo tarvita @healthhelsinki @hbh_hq sailab avaavat 3.3. . keskustelu terveysata innovaatioista t&amp;k-toiminnasta investoinneista ilmoittaudu sarja 1. . seminaari _ url _ terveydenhuolto _ url _,"Top technology and #digitalization in healthcare: why are they needed? @HealthHelsinki, @HBH_HQ and Sailab will open on 3.3. discussion on innovations, R&D activities and investments in the health sector. Register for the 1st seminar of the series: https://t.co/Ht8TtVFbN6 #terveydenhuolto https://t.co/kXYcX8mfZs",0.2023,neutraali
2021-02-03,BarlundMaarit,A0,"Terveydenhuollossa digitalisaatio on hyvä työkalu, ei itseisarvo. Keskiössä aina kohtaaminen livenä ja myös digitaalisesti. #palvelumuotoilu suunnitteluun. #digitalisaatio #terveydenhuolto",terveydenhuollo digitalisaatio hyvä työkalu itseisarvo keskiössä aina kohtaaminen livenä myös digitaalisesti palvelumuotoilu suunnittelu digitalisaatio terveydenhuolto,"In healthcare, digitization is a good tool, not an absolute value. The focus is always on meeting live and also digitally. #servicedesign for design. #digitalization #healthcare",0.2177,neutraali
2021-02-03,AnttiPeistera,A0,"DIGILISAATIOSTA ei saa tulla syrjäytymistä edesauttava voima, mutta on paljon asioita, joita on parempi hoitaa etänä, kirjoittaa Timo Tuovinen. Ihmisellä on kaipuu toisen luo👍@timotuov #digitalisaatio #terveydenhuolto #lääkärilehti https://t.co/9r3BiKBwvF",digilisaatiosta saada tulla syrjäytyminen edesauttaa voima olla paljon asia hyvä hoitaa etä kirjoittaa timo tuovinen ihmisellä kaipua toinen luo_emoji_@timotuov digitalisaatio terveydenhuolto lääkärilehtia _ url _,"DIGILISATION must not become a force that promotes marginalization, but there are many things that are better handled remotely, writes Timo Tuovinen. A person longs for another person👍@timotuov #digitalisaatio #terveydenhuolto #lääkärielehti https://t.co/9r3BiKBwvF",0.6757,positiivinen
2021-01-13,Sailab_ry,A0,"Toimialaselvityksen keskeinen teema on #digitalisaatio. Selvitys esittelee yritysten näkemyksiä siitä, kuinka erilaisten digitaalisten ratkaisujen uskotaan muuttavan suomalaista #terveydenhuolto​a. 
https://t.co/Bd8EH0LZUg
#terveysteknologia https://t.co/yyFeUer0Vy",toimialaselvityknen keskeinen teema digitalisaatio selvitys esitellä yritys näkemys kuinka erilainen digitaalinen ratkaisu uskoa muuttaa suomalainen terveydenhuolto​a _ url _ _ url _,"The central theme of the industry survey is #digitalization. The report presents companies' views on how different digital solutions are believed to change Finnish #healthcare​.
https://t.co/Bd8EH0LZUg
#healthtechnology https://t.co/yyFeUer0Vy",0.1779,neutraali
2020-12-28,sj_liede,A0,"⁦@SaaraHassinen⁩ ”Kun puhutaan tulevaisuuden sairaalasta, pitää katsoa, miltä näyttää sosiaali- ja terveydenhuolto seuraavina vuosikymmeninä. Tulevaisuus ei ole nykyisen kaltainen.” #digitalisaatio #data #vastuullisuus #terveysteknologia  https://t.co/IGfbcFVWsw",⁦@saarahassinen⁩ puhua tulevaisuus sairaalasta katsoa näyttää sosiaali terveydenhuolto seuraava vuosikymmenä tulevaisuus nykyinen kaltainen digitalisaatio data vastuullisuus terveysteknologia _ url _,"@SaaraHassinen ""When talking about the hospital of the future, you have to look at what social and health care will look like in the next decades. The future is not like the present."" #digitalization #data #responsibility #healthtechnology https://t.co/IGfbcFVWsw",0.802,positiivinen
2020-12-28,businessopas,A0,"""Kun puhutaan tulevaisuuden sairaalasta, pitää katsoa, miltä näyttää sosiaali- ja terveydenhuolto seuraavina vuosikymmeninä"" @SaaraHassinen #tulevaisuudensairaala #terveydenhuolto #digitalisaatio https://t.co/2Ol53NwN9O",puhua tulevaisuus sairaalasta katsoa näyttää sosiaali terveydenhuolto seuraava vuosikymmeni @saarahassinen tulevaisuudensairaala terveydenhuolto digitalisaatio _ url _,"""When talking about the hospital of the future, you have to look at what social and health care will look like in the next decades"" @SaaraHassinen #tulevaisuudensairaala #terveydenhuolto #digitalisaatio https://t.co/2Ol53NwN9O",0.6908,positiivinen
2020-12-22,SirkiaHeli,A0,Jo toinen päivä #kela koulutusta. Tällä kertaa oli lähtenyt (automaattisesti?) väärä tieto apteekkiin; ja taas maksoin lisää siitä ilosta... kotona keitin ensin kahvit ja tartuin jälleen luuriin. Olisi muutakin tekemistä! #sote #digitalisaatio #asiakaskokemus #terveydenhuolto https://t.co/hC1HLonmB4,jo toinen päivä koulutus kerta lähteä automaattisesti väärä tieto apteekki taas maksoin lisää ilo kotona keittää ensin kahvi tartuin jälleen luuriin tekeminen sote digitalisaatio asiakaskokemus terveydenhuolto _ url _,Another day of #reel training. This time the wrong information was sent (automatically?) to the pharmacy; and again I paid more for that pleasure... at home I made the coffee first and picked up the phone again. There would be more to do! #sote #digitalization #customerexperience #health care https://t.co/hC1HLonmB4,0.6548,positiivinen
2020-12-08,JoonasKiviranta,A0,"Italia saa ~200 miljardia koronan varjolla luodusta EU:n elvytysrahastosta, ja haluaisi käyttää miljardit seuraavasti:
-74.3 ""vihreä elvytys""
-48.7 digitalisaatio ja innovaatio
-27.7 infra
-19.2 koulutus
-17.1 tasa-arvo
-9 terveydenhuolto
https://t.co/ANvfBJITXT
#EU
1/2",italia saada ~200 korota varjolla luodusta eu elvytysrahasto haluta käyttää miljardi seuraavasti vihreä elvytys digitalisaatio innovaatio infra -19.2 koulutus -17.1 tasaarvo -9 terveydenhuolto _ url _ eu,"Italy receives ~200 billion from the EU stimulus fund created under the guise of koruna, and would like to use the billions as follows:
-74.3 ""green recovery""
-48.7 digitalization and innovation
-27.7 infra
-19.2 education
-17.1 equality
-9 healthcare
https://t.co/ANvfBJITXT
#EUROPEAN UNION
1/2",0.7269,positiivinen
2020-12-03,JJuvakka,A0,Jenkkitutkimuskin sen osoittaa: ‘Healthcare’s future is virtual and consumers can show us the way’. Samalla huolehdittava kaikkien pysymisestä kehityksessä mukana. #digitalisaatio #terveydenhuolto #sote #käyttäjäystävällisyys https://t.co/rBf2ECwQlh,jenkkitutkimus osoittaa healthcare future is virtual and consumers show us the way samalla huolehtia pysymisenen kehityks digitalisaatio terveydenhuolto sote käyttäjäystävällisyys _ url _,"Yankee research shows it: 'Healthcare's future is virtual and consumers can show us the way'. At the same time, care must be taken to keep everyone involved in the development. #digitalisation #healthcare #healthcare #userfriendliness https://t.co/rBf2ECwQlh",0.4939,positiivinen
2020-10-06,MinttuViitanen,A0,"Terveysalan ammattilaiset ovat avainasemassa digitaalisen terveydenhuollon edistämisessä: suomalaiset ovat valmiita digitaaliseen terveydenhuoltoon, kunhan alan ammattilaiset sitä suosittelevat. @Accenture @RauhalaMarko #terveydenhuolto #digitalisaatio https://t.co/KyytrlKx3P",terveysala ammattilaiset avainasema digitaalinen terveydenhuolto edistäminen suomalainen valmis digitaalise terveydenhuolto kunhan ala ammattilaiset suosittelea @accenture @rauhalamarko terveydenhuolto digitalisaatio _ url _,Healthcare professionals play a key role in promoting digital healthcare: Finns are ready for digital healthcare as long as professionals in the industry recommend it. @Accenture @RauhalaMarko #terveydenhuolto #digitalisation https://t.co/KyytrlKx3P,0.836,positiivinen
2020-11-11,SeppanenPia,A0,"Hyvää pohdintaa.Ja aika yksinkertainen asia.Miten varmistetaan,että potilas pääsee hoitoon tai saa yhteyden terveydenhuollon ammattilaiseen oikea-aikaisesti #terveydenhuolto #digitalisaatio #tiedollajohtaminen  https://t.co/DfD0D6Afms",hyvä pohdinta aika yksinkertainen asia miten varmistaa potilas päästä hoito saada yhteys terveydenhuolto ammattilaiseen oikea-aikaisesti terveydenhuolto digitalisaatio tiedollajohtaminen _ url _,Good thinking. And a pretty simple thing. How to ensure that the patient gets treatment or gets in touch with a healthcare professional in a timely manner #terveydenhuolto #digitalisaatio #tiedollajohtaminen https://t.co/DfD0D6Afms,0.8271,positiivinen
2018-03-02,MediconsultOy,A0,Röntgenkuvat taululla ja sanelukasetit postissa. Muistatko vielä aikaa ennen digiä? https://t.co/3I8tAdB4VT #digitalisaatio #terveydenhuolto #potilastietojärjestelmä,röntgenkuvat taululla sanelukaseti posta muistatko vielä aika digiä _ url _ digitalisaatio terveydenhuolto potilastietojärjestelmä,X-rays on the board and dictation cassettes in the mail. Do you still remember the time before digital? https://t.co/3I8tAdB4VT #digitalization #terveydenhuolto #patientinformationsystem,0.0,neutraali
2020-11-23,hornbju,A0,Mukaan tekemään terveydenhuollon digitalisaatiota? Laita viestiä tai hakemusta! #rekry #sote #digitalisaatio #terveydenhuolto https://t.co/kRxanDx2e4,mukaan tehdä terveydenhuolto digitalisaatio laita viestiä hakemus rekry sote digitalisaatio terveydenhuolto _ url _,Join us for the digitalization of healthcare? Send a message or an application! #rekry #sote #digitalization #health care https://t.co/kRxanDx2e4,0.69,positiivinen
2020-11-11,JJuvakka,A0,"Pentti Itkonen patistaa julkista #terveydenhuolto kehittämään #digipalvelu nopeammin: ’Johdossa pitäisi olla ihmisiä, jotka vaativat enemmän. Nyt ei saisi tyytyä vain siihen, että onhan meillä webbisivuilla puhelinnumeroita’. #sote #digitalisaatio 
https://t.co/iM08qip04v",pentti itkonen patistaa julkinen terveydenhuolto kehittää digipalvelu nopeasti johdossa ihminen vaatia enemmän nyt saada tyytyä vain webbisivu puhelinnumero sote digitalisaatio _ url _,"Pentti Itkonen urges public #health care to develop #digital service faster: 'There should be people in management who demand more. Now we shouldn't just be satisfied with the fact that we have phone numbers on our website'. #sote #digitalization
https://t.co/iM08qip04v",0.0946,neutraali
2020-10-13,ellupaljarvi,A0,Tämä Economistin tämänpäiväinen loppukaneetti on hyvä muistaa joka päivä. Omaan päivään kuuluu mm @ReaktorNow #RethinkingHealth kurssin opiskelua ja #lääketeollisuus  keskusteluja #digitalisaatio’n näkökulmasta. Koska uuden oppiminen on kivaa! #terveydenhuolto #ValueBasedCare https://t.co/D0FzuVPo5i,economist tämänpäiväinen loppukaneettää hyvä muistaa päivä omaan päivä kuulua mm @reaktornow rethinkinghealth kurssi opiskelu lääketeollisuus keskustelu digitalisaatio ’ n näkökulma uusi oppiminen kiva terveydenhuolto valuebasedcare _ url _,"Today's closing column from the Economist is good to remember every day. My day includes, for example, studying the @ReaktorNow #RethinkingHealth course and #pharmaceutical industry discussions from the perspective of #digitalization. Because learning something new is fun! #healthcare #ValueBasedCare https://t.co/D0FzuVPo5i",0.7574,positiivinen
2018-03-14,DeloitteFinland,A0,"Olimme mukana digitalisoimassa julkisen puolen työterveyskäytäntöä. Lue, miten palvelumuotoilijamme Kristiina Suominen varmisti uudistuksessa hyvän käyttäjäkokemuksen kaikille osapuolille. https://t.co/R09PN4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/cXrtym4jht",digitalisoimassa julkinen puoli työterveyskäytäntö lukea miten palvelumuotoilijamme kristiina suominen varmistaa uudistukse hyvä käyttäjäkokemus osapuoli _ url _ palvelumuotoilu digitalisaatio terveydenhuolto _ url _,We were involved in digitizing the occupational health practice of the public sector. Read how our service designer Kristiina Suominen ensured a good user experience for all parties in the reform. https://t.co/R09PN4o2kg #palvelumuotoilu #digitalisaatio #terveydenhuolto https://t.co/cXrtym4jht,0.6808,positiivinen
2020-10-22,SirkiaHeli,A0,Tästä mallia! 👍#terveydenhuolto #palvelumuotoilu #digitalisaatio,malli _ emoji_#terveydenhuolto palvelumuotoilu digitalisaatio,Here's a model! 👍 #terveydenhuolto #service design #digitalisation,0.0,neutraali
2018-03-10,HannaNikkila,A0,Valtavat onnittelut @vsairaala @Terveyskyla_fi ja päätoimittaja @Innofactor palkitsemisesta todellisesta terveydenhuollon innovaatiosta! https://t.co/wm32XENQQQ #HIMSS18 #terveydenhuolto #digitalisaatio @MicrosoftSuomi https://t.co/fR7r4QCVwQ,valtava onnittelu @vsairaala @terveyskyla_fi päätoimittaja @innofactor palkitsemisesta todellinen terveydenhuolto innovaationen _ url _ terveydenhuolto digitalisaatio @microsoftsuomi _ url _,Huge congratulations to @vsairaala @Terveyskyla_fi and editor-in-chief @Innofactor for rewarding real healthcare innovation! https://t.co/wm32XENQQQ #HIMSS18 #terveydenhuolto #digitalisaatio @MicrosoftSuomi https://t.co/fR7r4QCVwQ,0.9098,positiivinen
2020-10-28,Laaketeollisuus,A0,"Kuuntele @PfizerSuomi Pfocus-podcastista, miten digiratkaisut voivat olla potilaan arjen tukena tulevaisuudessa. @kahripe @LehmusM @UllaSuvanto #100päiväälääketeollisuutta #terveydenhuolto #digitalisaatio",kuuntele @pfizersuomi pfocus-podcastista miten digiratkaisu potilas arki tuki tulevaisuus @kahripe @lehmusm @ullasuvanto terveydenhuolto digitalisaatio,Listen to the @PfizerSuomi Pfocus podcast on how digital solutions can support the patient's everyday life in the future. @kahripe @LehmusM @UllaSuvanto #100 days of pharmaceutical industry #terveydenhuolto #digitalisation,0.5267,positiivinen
2018-06-14,KALehto,A0,"Seinien läpi näkevä ja tunnistava #tekoäly on pian täällä! Todella mielenkiintoisia mahdollisuuksia esim. #terveydenhuolto’on!

#sote #digitalisaatio #teknologia

https://t.co/kVk4UJqQ3Z",seinien näkevä tunnistava tekoäly pian täällä todella mielenkiintoinen mahdollisuus esim. terveydenhuolto sote digitalisaatio teknologia _ url _,"#artificial intelligence that sees and recognizes through walls will soon be here! Really interesting opportunities, e.g. #terveydenhuolto'on!

#sote #digitalization #technology

https://t.co/kVk4UJqQ3Z",0.861,positiivinen
2020-11-03,TVuola,A0,"Milloin aukeaa puhelin/etäterveysasema, @Helsinki? Yksityisiä taitaa jo olla, mutta kunnallisia ei? #digitalisaatio #etäterveysasema #puhelinpalvelut #terveyskeskus #terveydenhuolto",milloin aueta puhelin etäterveysasema @helsinki yksityisiä jo olla kunnallisia ei digitalisaatio etäterveysasema puhelinpalvela terveyskeskus terveydenhuolto,"When does the phone/telehealth station open, @Helsinki? It seems that there are already private ones, but not municipal ones? #digitalization #remote health service #telephone services #health center #health care",0.6868,positiivinen
2020-11-05,PilviRantanen,A0,"Hallituksen esitys sosiaali- ja terveydenhuollon asiakastietojen sähköisestä käsittelystä etenee eduskunnan käsittelyyn #asiakastietolaki #sosiaalihuolto #terveydenhuolto #tietojärjestelmät #digitalisaatio #tiedonhallinta

https://t.co/DA9PRawqW8",hallitus esitys sosiaali terveydenhuolto asiakastieto sähköisestä käsittely edetä eduskunta käsittely asiakastietolaki sosiaalihuolto terveydenhuolto tietojärjestelmä digitalisaatio tiedonhallinta _ url _,"The government's presentation on the electronic processing of social and health care customer data is moving forward to the parliament's consideration #asiakastietolaki #sosiaalihuolto #terveydenhuolto #tietosystems #digitalisaatio #tiedonhaltylaki

https://t.co/DA9PRawqW8",0.4939,positiivinen
